staffel_id,verband,gebiet,ligastufe,spielklasse,staffel,mannschaften,spiele_gesamt,tore_gesamt,punkte_gesamt,tabellenfuehrer,tabellenfuehrer_punkte,quelle
12485,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,F-BOL 2,10,3,154,6,HSG Trifels,2,handball.net
16942,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS BL Mitte Frauen (nicht nutzen),11,0,0,0,ASC 09 Dortmund SC Aplerbeck 09 E.V.,0,handball.net
13091,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Industrie,11,0,0,0,Bochumer HC,0,handball.net
13089,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,12,0,0,0,ASC 09 Dortmund SC Aplerbeck 09 E.V.2,0,handball.net
13090,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Südwestfalen,11,0,0,0,HSG Lennestadt-Würdinghausen1,0,handball.net
14549,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Frauen Mosel/Eifel-Nahe/Hunsrück,10,0,0,0,DJK St. Matthias Trier,0,handball.net
14411,Rhein/Westerwald,Rhein/Westerwald,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Frauen,5,0,0,0,HSG Römerwall,0,handball.net
14648,HK Aachen-Düren,HK Aachen-Düren,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga (w),1,0,0,0,Stolberger SV,0,handball.net
12901,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Frauen,7,0,0,0,Damen 2,0,handball.net
16922,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Frauen Gruppe Nord,8,0,0,0,Fortuna Düsseldorf 1895 E.V. 3f,0,handball.net
15829,HK Essen,HK Essen,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Frauen Gruppe Süd (HKEssen),9,0,0,0,DJK Unitas HAAN E.V. III,0,handball.net
15408,HK Krefeld-Grenzland,HK Krefeld-Grenzland,9,Bezirksliga / Kreisliga / Regionsliga,BL Frauen,11,0,0,0,ASV Süchteln 2F,0,handball.net
14029,HK Köln-Rheinberg,HK Köln-Rheinberg,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Frauen,10,0,0,0,1.FSV Köln 1899 II,0,handball.net
13015,HK Rhein-Ruhr,HK Rhein-Ruhr,9,Bezirksliga / Kreisliga / Regionsliga,REGIONSLIGA FRAUEN,10,0,0,0,DJK Adler 07 Bottrop II,0,handball.net
13066,HK Wesel,HK Wesel,9,Bezirksliga / Kreisliga / Regionsliga,Regionsliga Frauen · HK Wesel,12,0,0,0,HC TV Rhede III,0,handball.net
13117,HR Leipzig,HR Leipzig,9,Bezirksliga / Kreisliga / Regionsliga,RL Frauen,12,2,125,2,SV LOK LEIPZIG-Mitte Frauen,2,handball.net
13111,HR Ostsachsen,HR Ostsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Frauen Staffel A,3,0,0,0,HSV 1923 Pulsnitz II,0,handball.net
13112,HR Ostsachsen,HR Ostsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Frauen Staffel B,4,0,0,0,HSG Obergurig-Cunewalde,0,handball.net
13104,HR Sachsen-Mitte,HR Sachsen-Mitte,9,Bezirksliga / Kreisliga / Regionsliga,RL Frauen St. 1,7,0,0,0,Blau-Weiss Gröditz,0,handball.net
13105,HR Sachsen-Mitte,HR Sachsen-Mitte,9,Bezirksliga / Kreisliga / Regionsliga,RL Frauen St. 2,7,0,0,0,HSV Weinböhla III,0,handball.net
13097,HR Südwestsachsen,HR Südwestsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Frauen Ost,8,1,49,2,LOK Wurzen II,2,handball.net
13098,HR Südwestsachsen,HR Südwestsachsen,9,Bezirksliga / Kreisliga / Regionsliga,RL Frauen West,7,0,0,0,BSV Limbach-O. II,0,handball.net
13444,Hamburger Handballverband,Hamburger Handballverband,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Frauen (241),8,0,0,0,1. HC Quickborn,0,handball.net
12976,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Frauen - Staffel A,11,5,258,10,SG Husum/Schobüll/Nordstrand,2,handball.net
12977,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,9,Bezirksliga / Kreisliga / Regionsliga,Kreisliga Frauen - Staffel B,10,0,0,0,HG Owschlag-Kropp-Tetenhusen III,0,handball.net
